osm_id,facility_name,latitude,longitude,parking_type,fee,capacity,operating_hours,access,facility_name_clean,category,zone,operator_tier,pricing_source,tariff_model,base_rate_kes,penalty_fee_kes,county_cost_basis_kes,security_score,accessibility_score,price_transparency_score,overall_rating,sentiment_data_source,time_period,current_speed_kmh,free_flow_speed_kmh,traffic_delay_index,traffic_data_source,total_capacity_bays,capacity_is_reported,distance_to_cbd_km,tier,relative_parking_pressure_index,historical_occupancy_reference_pct,historical_reference_source,validation_status,parking_pressure_score,curb_length_m,estimated_capacity,capacity_source,capacity_fetch_status,cluster_id
1550329422,Unnamed Parking,-1.30342744,36.82982514,street_side,unknown,,24/7,public,"Parking Spot (-1.3034, 36.8298)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,60,1.2,tomtom_flow_api,,False,2.6716773633980364,tier2_other,10.0,,,no_ground_truth_reference_available,,301.0,60,estimated_from_street_length_ITDP_methodology,ok_way,1550329424
1550329423,Unnamed Parking,-1.3028926,36.83088122,street_side,unknown,,24/7,public,"Parking Spot (-1.3029, 36.8309)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,60,1.2,tomtom_flow_api,,False,2.689158108909327,tier2_other,10.0,,,no_ground_truth_reference_available,,185.6,37,estimated_from_street_length_ITDP_methodology,ok_way,1550329423
1550329424,Unnamed Parking,-1.3033880999999998,36.830216060000005,street_side,unknown,,24/7,public,"Parking Spot (-1.3034, 36.8302)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,60,1.2,tomtom_flow_api,,False,2.692025655283316,tier2_other,10.0,,,no_ground_truth_reference_available,,55.7,11,estimated_from_street_length_ITDP_methodology,ok_way,1550329424
1552250767,Unnamed Parking,-1.29458456,36.87585452,street_side,unknown,,24/7,public,"Parking Spot (-1.2946, 36.8759)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,42,56,1.33,tomtom_flow_api,,False,6.694662209754978,tier2_other,16.5,,,no_ground_truth_reference_available,,137.5,27,estimated_from_street_length_ITDP_methodology,ok_way,1552250768
1552250768,Unnamed Parking,-1.2944829800000002,36.87583522,street_side,unknown,,24/7,public,"Parking Spot (-1.2945, 36.8758)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,42,56,1.33,tomtom_flow_api,,False,6.690446323217198,tier2_other,16.5,,,no_ground_truth_reference_available,,138.5,28,estimated_from_street_length_ITDP_methodology,ok_way,1552250768
77869529,Lavington Mall,-1.2798946636363633,36.77014844545455,street_side,yes,,24/7,customers,Lavington Mall,On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,28,34,1.21,tomtom_flow_api,,False,5.188836500980839,tier2_other,10.5,,,no_ground_truth_reference_available,,243.4,49,estimated_from_street_length_ITDP_methodology,ok_way,1550276799
1054762876,Unnamed Parking,-1.2803955,36.769772,street_side,unknown,,24/7,public,"Parking Spot (-1.2804, 36.7698)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,28,34,1.21,tomtom_flow_api,,False,5.226837204871108,tier2_other,10.5,,,no_ground_truth_reference_available,,282.9,57,estimated_from_street_length_ITDP_methodology,ok_way,1550276798
1550276794,Unnamed Parking,-1.28262354,36.76674676,street_side,unknown,,24/7,public,"Parking Spot (-1.2826, 36.7667)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,38,47,1.24,tomtom_flow_api,,False,5.553663804110674,tier2_other,12.0,,,no_ground_truth_reference_available,,71.0,14,estimated_from_street_length_ITDP_methodology,ok_way,1550276796
1550276796,Unnamed Parking,-1.28284754,36.7664842,street_side,unknown,,24/7,public,"Parking Spot (-1.2828, 36.7665)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,38,47,1.24,tomtom_flow_api,,False,5.5825688864790335,tier2_other,12.0,,,no_ground_truth_reference_available,,69.3,14,estimated_from_street_length_ITDP_methodology,ok_way,1550276796
1550276798,Unnamed Parking,-1.28011876,36.76960902,street_side,unknown,,24/7,public,"Parking Spot (-1.2801, 36.7696)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,38,47,1.24,tomtom_flow_api,,False,5.246905742705018,tier2_other,12.0,,,no_ground_truth_reference_available,,143.4,29,estimated_from_street_length_ITDP_methodology,ok_way,1550276798
1550276799,Unnamed Parking,-1.27982164,36.77031446,street_side,unknown,,24/7,public,"Parking Spot (-1.2798, 36.7703)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,28,34,1.21,tomtom_flow_api,,False,5.171031596936741,tier2_other,10.5,,,no_ground_truth_reference_available,,92.4,18,estimated_from_street_length_ITDP_methodology,ok_way,1550276799
1550276800,Unnamed Parking,-1.27893744,36.7705656,street_side,unknown,,24/7,public,"Parking Spot (-1.2789, 36.7706)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,29,35,1.21,tomtom_flow_api,,False,5.151519306635329,tier2_other,10.5,,,no_ground_truth_reference_available,,41.4,8,estimated_from_street_length_ITDP_methodology,ok_way,1550276804
1550276801,Unnamed Parking,-1.2791222800000002,36.77045296,street_side,unknown,,24/7,public,"Parking Spot (-1.2791, 36.7705)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,54,54,1.0,tomtom_flow_api,,False,5.162095305297579,tier2_other,0.0,,,no_ground_truth_reference_available,,48.3,10,estimated_from_street_length_ITDP_methodology,ok_way,1550276804
1550276802,Unnamed Parking,-1.27876712,36.770686780000005,street_side,unknown,,24/7,public,"Parking Spot (-1.2788, 36.7707)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,29,35,1.21,tomtom_flow_api,,False,5.139930863706643,tier2_other,10.5,,,no_ground_truth_reference_available,,55.7,11,estimated_from_street_length_ITDP_methodology,ok_way,1550276804
1550276803,Unnamed Parking,-1.27870822,36.77071952,street_side,unknown,,24/7,public,"Parking Spot (-1.2787, 36.7707)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,29,35,1.21,tomtom_flow_api,,False,5.136955699365687,tier2_other,10.5,,,no_ground_truth_reference_available,,50.5,10,estimated_from_street_length_ITDP_methodology,ok_way,1550276804
1550276804,Unnamed Parking,-1.27888172,36.77073638,street_side,unknown,,24/7,public,"Parking Spot (-1.2789, 36.7707)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,28,34,1.21,tomtom_flow_api,,False,5.133208191568045,tier2_other,10.5,,,no_ground_truth_reference_available,,42.3,8,estimated_from_street_length_ITDP_methodology,ok_way,1550276804
1550749752,Unnamed Parking,-1.2859860399999998,36.79111092000001,street_side,unknown,,24/7,public,"Parking Spot (-1.2860, 36.7911)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,73,73,1.0,tomtom_flow_api,,False,2.860297304489268,tier2_other,0.0,,,no_ground_truth_reference_available,,91.6,18,estimated_from_street_length_ITDP_methodology,ok_way,1550749752
248994836,Unnamed Parking,-1.2780427,36.81201245999999,street_side,unknown,,24/7,public,"Parking Spot (-1.2780, 36.8120)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,12,37,3.0,tomtom_flow_api,,False,0.7831254181503213,tier1_cbd,100.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,69.0,14,estimated_from_street_length_ITDP_methodology,ok_way,248995504
248995504,Unnamed Parking,-1.27832178,36.81225504,street_side,unknown,,24/7,public,"Parking Spot (-1.2783, 36.8123)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,12,37,3.0,tomtom_flow_api,,False,0.7420166024104555,tier1_cbd,100.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,97.4,19,estimated_from_street_length_ITDP_methodology,ok_way,248995504
696914132,Unnamed Parking,-1.280696811111111,36.81788815555555,street_side,unknown,,24/7,customers,"Parking Spot (-1.2807, 36.8179)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,82,82,1.0,tomtom_flow_api,,False,0.3181729572584286,tier1_cbd,0.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,79.2,16,estimated_from_street_length_ITDP_methodology,ok_way,1548270241
1475486402,Unnamed Parking,-1.282331211111111,36.81698324444445,street_side,unknown,,24/7,public,"Parking Spot (-1.2823, 36.8170)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,45,45,1.0,tomtom_flow_api,,False,0.1122319383705204,tier1_cbd,0.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,91.8,18,estimated_from_street_length_ITDP_methodology,ok_way,1475486403
1475486403,Unnamed Parking,-1.28214632,36.81686288,street_side,unknown,,24/7,public,"Parking Spot (-1.2821, 36.8169)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,45,45,1.0,tomtom_flow_api,,False,0.1295549332042246,tier1_cbd,0.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,44.4,9,estimated_from_street_length_ITDP_methodology,ok_way,1475486403
1548270241,Unnamed Parking,-1.2806762111111114,36.817940444444446,street_side,unknown,,24/7,customers,"Parking Spot (-1.2807, 36.8179)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,82,82,1.0,tomtom_flow_api,,False,0.3226991019980788,tier1_cbd,0.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,79.2,16,estimated_from_street_length_ITDP_methodology,ok_way,1548270241
1549267516,Unnamed Parking,-1.28942662,36.8235662,street_side,unknown,,24/7,public,"Parking Spot (-1.2894, 36.8236)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,1.0230925210905055,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,142.2,28,estimated_from_street_length_ITDP_methodology,ok_way,1549267516
1549267525,Unnamed Parking,-1.28694306,36.82271592000001,street_side,unknown,,24/7,public,"Parking Spot (-1.2869, 36.8227)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.7818907129069186,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,179.0,36,estimated_from_street_length_ITDP_methodology,ok_way,1549267526
1549267526,Unnamed Parking,-1.28703572,36.82276956,street_side,unknown,,24/7,public,"Parking Spot (-1.2870, 36.8228)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.7923497273626706,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,178.0,36,estimated_from_street_length_ITDP_methodology,ok_way,1549267526
1549273027,Unnamed Parking,-1.2895380600000002,36.8217376,street_side,unknown,,24/7,public,"Parking Spot (-1.2895, 36.8217)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.8914894397349599,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,194.2,39,estimated_from_street_length_ITDP_methodology,ok_way,1549273029
1549273028,Unnamed Parking,-1.28947968,36.82169202,street_side,unknown,,24/7,public,"Parking Spot (-1.2895, 36.8217)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.8832555984336793,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,189.1,38,estimated_from_street_length_ITDP_methodology,ok_way,1549273029
1549273029,Unnamed Parking,-1.2893741200000002,36.82169772,street_side,unknown,,24/7,public,"Parking Spot (-1.2894, 36.8217)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.8745574755260717,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,177.7,36,estimated_from_street_length_ITDP_methodology,ok_way,1549273029
1550834787,Unnamed Parking,-1.28857378,36.82270528,street_side,unknown,,24/7,public,"Parking Spot (-1.2886, 36.8227)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.888571873386752,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,140.9,28,estimated_from_street_length_ITDP_methodology,ok_way,1550834788
1550834788,Unnamed Parking,-1.28852902,36.82268466000001,street_side,unknown,,24/7,public,"Parking Spot (-1.2885, 36.8227)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,0.8835678424548753,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,141.3,28,estimated_from_street_length_ITDP_methodology,ok_way,1550834788
687468463,Unnamed Parking,-1.28956426,36.82645866,street_side,unknown,,24/7,public,"Parking Spot (-1.2896, 36.8265)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,46,46,1.0,tomtom_flow_api,,False,1.2892110645201078,tier2_other,0.0,,,no_ground_truth_reference_available,,112.6,23,estimated_from_street_length_ITDP_methodology,ok_way,1548802455
1547874388,Unnamed Parking,-1.2898537600000002,36.82588194,street_side,unknown,,24/7,public,"Parking Spot (-1.2899, 36.8259)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,82,82,1.0,tomtom_flow_api,,False,1.254174715021002,tier2_other,0.0,,,no_ground_truth_reference_available,,144.4,29,estimated_from_street_length_ITDP_methodology,ok_way,1547874388
1547874389,Unnamed Parking,-1.28856128,36.82697372,street_side,unknown,,24/7,public,"Parking Spot (-1.2886, 36.8270)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,1.283216583920767,tier2_other,57.0,,,no_ground_truth_reference_available,,119.9,24,estimated_from_street_length_ITDP_methodology,ok_way,1547874390
1547874390,Unnamed Parking,-1.28853536,36.827079100000006,street_side,unknown,,24/7,public,"Parking Spot (-1.2885, 36.8271)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,1.2923532349157352,tier2_other,57.0,,,no_ground_truth_reference_available,,115.9,23,estimated_from_street_length_ITDP_methodology,ok_way,1547874390
1547874391,Unnamed Parking,-1.28718232,36.82639210000001,street_side,unknown,,24/7,public,"Parking Spot (-1.2872, 36.8264)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,21,45,2.14,tomtom_flow_api,,False,1.1607064811875034,tier1_cbd,57.0,92.0,"ITDP Nairobi CBD Parking Survey, 2016, zones 1-3 average at 12:00-13:00 weekday",historical_reference_available_not_facility_specific,,170.2,34,estimated_from_street_length_ITDP_methodology,ok_way,1547874391
1548802455,Unnamed Parking,-1.2892547,36.8267632,street_side,unknown,,24/7,public,"Parking Spot (-1.2893, 36.8268)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,82,82,1.0,tomtom_flow_api,,False,1.2999605582768938,tier2_other,0.0,,,no_ground_truth_reference_available,,78.5,16,estimated_from_street_length_ITDP_methodology,ok_way,1548802455
1550082495,Unnamed Parking,-1.2899204000000002,36.82708,street_side,unknown,,24/7,public,"Parking Spot (-1.2899, 36.8271)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,82,82,1.0,tomtom_flow_api,,False,1.368735812684317,tier2_other,0.0,,,no_ground_truth_reference_available,,37.0,7,estimated_from_street_length_ITDP_methodology,ok_way,1550082495
133548151,Dean and Lecturers Parking Lot,-1.26888122,36.81801148,street_side,unknown,,24/7,public,Dean and Lecturers Parking Lot,On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,27,51,1.89,tomtom_flow_api,,False,1.6099103289428949,tier2_other,44.5,,,no_ground_truth_reference_available,,118.4,24,estimated_from_street_length_ITDP_methodology,ok_way,133548151
1548810595,Unnamed Parking,-1.2673425799999998,36.8172983,street_side,unknown,,24/7,public,"Parking Spot (-1.2673, 36.8173)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,35,64,1.83,tomtom_flow_api,,False,1.7756302743088617,tier2_other,41.5,,,no_ground_truth_reference_available,,79.7,16,estimated_from_street_length_ITDP_methodology,ok_way,1548810597
1548810596,Unnamed Parking,-1.26744664,36.81752286,street_side,unknown,,24/7,public,"Parking Spot (-1.2674, 36.8175)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,35,64,1.83,tomtom_flow_api,,False,1.7651850034788332,tier2_other,41.5,,,no_ground_truth_reference_available,,39.2,8,estimated_from_street_length_ITDP_methodology,ok_way,1548810597
1548810597,Unnamed Parking,-1.26754678,36.81727106,street_side,unknown,,24/7,public,"Parking Spot (-1.2675, 36.8173)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,35,64,1.83,tomtom_flow_api,,False,1.7528281251640732,tier2_other,41.5,,,no_ground_truth_reference_available,,62.0,12,estimated_from_street_length_ITDP_methodology,ok_way,1548810597
1548810600,Unnamed Parking,-1.26692416,36.81690834,street_side,unknown,,24/7,public,"Parking Spot (-1.2669, 36.8169)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,51,51,1.0,tomtom_flow_api,,False,1.821057614411297,tier2_other,0.0,,,no_ground_truth_reference_available,,79.7,16,estimated_from_street_length_ITDP_methodology,ok_way,1548810600
