osm_id,facility_name,latitude,longitude,parking_type,fee,capacity,operating_hours,access
1028879834,Mara Road Car Park,-1.299392,36.8111418,surface,unknown,,24/7,yes
1029216659,Geomaps- AFA Parking,-1.3036557,36.8139999,surface,unknown,,24/7,public
1052964218,Unnamed Parking,-1.2837611,36.7694825,surface,unknown,,24/7,private
1052985244,Unnamed Parking,-1.2879324,36.7623796,surface,unknown,,24/7,public
1053042709,Unnamed Parking,-1.2814683,36.7690889,surface,no,,24/7,customers
1053261122,Unnamed Parking,-1.2746819,36.7815088,surface,unknown,,24/7,public
1054762876,Unnamed Parking,-1.2804681,36.7698729,street_side,unknown,,24/7,public
1058070855,Yaya Centre parking,-1.2926226,36.7877538,multi-storey,unknown,,24/7,public
1061753490,Unnamed Parking,-1.293687,36.8134289,surface,unknown,,24/7,public
1061753907,Unnamed Parking,-1.2936797,36.81385,surface,unknown,,24/7,public
1061759679,Unnamed Parking,-1.2943133,36.8107304,surface,unknown,,24/7,public
1061760618,Unnamed Parking,-1.2942454,36.8098751,surface,unknown,,24/7,public
1061769499,Unnamed Parking,-1.2937848,36.8104893,surface,unknown,,24/7,public
1061773478,Unnamed Parking,-1.2938118,36.8121862,surface,unknown,,24/7,public
1082024939,Unnamed Parking,-1.2995787,36.7662343,surface,unknown,,24/7,public
1106135635,Unnamed Parking,-1.2867267,36.766167,surface,yes,,24/7,private
1106135636,Unnamed Parking,-1.2870816,36.7666417,surface,unknown,,24/7,private
1144642357,Unnamed Parking,-1.3055086,36.8038264,surface,yes,,24/7,customers
1147544484,Unnamed Parking,-1.2963932,36.7635963,street_side,unknown,,24/7,private
1147544485,Unnamed Parking,-1.2965317,36.7636941,surface,unknown,,24/7,private
1150961570,Unnamed Parking,-1.2852776,36.8209013,surface,unknown,,24/7,public
1157846328,Unnamed Parking,-1.2854901,36.8132631,surface,unknown,,24/7,public
1157846329,Unnamed Parking,-1.2860945,36.813179,surface,unknown,,24/7,public
1171087458,Unnamed Parking,-1.3257856,36.8025131,surface,unknown,,24/7,customers
1189977529,Unnamed Parking,-1.2900389,36.8239405,multi-storey,unknown,,24/7,public
1189977534,Unnamed Parking,-1.2898098,36.823641,surface,unknown,,24/7,public
1189979678,Old Mutual Tower,-1.2992471,36.8193797,multi-storey,unknown,,24/7,public
1205972611,Unnamed Parking,-1.2677542,36.7999354,surface,unknown,30,24/7,private
1211947927,Unnamed Parking,-1.2713263,36.7785107,surface,unknown,,24/7,public
1234596653,Unnamed Parking,-1.3013408,36.7926275,surface,unknown,,24/7,public
1239066559,Unnamed Parking,-1.298345,36.8023116,street_side,unknown,,24/7,public
1239066560,Unnamed Parking,-1.2982343,36.8023022,street_side,unknown,,24/7,public
1239349236,Unnamed Parking,-1.3018215,36.8041817,surface,unknown,,24/7,public
1279613654,Unnamed Parking,-1.2604218,36.826693,surface,unknown,,24/7,public
1310910106,Unnamed Parking,-1.328348,36.8033156,surface,unknown,,24/7,customers
1310910108,Unnamed Parking,-1.3286157,36.8038105,surface,unknown,,24/7,customers
1314218509,Unnamed Parking,-1.2641301,36.8009458,surface,unknown,,24/7,customers
1315363160,Unnamed Parking,-1.2733142,36.8142246,surface,unknown,,24/7,public
1371631766,Unnamed Parking,-1.2964084,36.7594706,surface,unknown,,24/7,public
1371631773,Unnamed Parking,-1.2968037,36.7600618,surface,unknown,,24/7,public
1371631776,Unnamed Parking,-1.2961228,36.7602312,surface,unknown,,24/7,public
1378964326,Unnamed Parking,-1.2677361,36.8085823,surface,unknown,,24/7,public
1412128799,Unnamed Parking,-1.30047,36.8127662,street_side,unknown,,24/7,public
1412128800,Unnamed Parking,-1.2996762,36.8129419,street_side,unknown,,24/7,public
1412128812,Unnamed Parking,-1.3004137,36.8132174,multi-storey,unknown,,24/7,public
1430821175,Unnamed Parking,-1.2725492,36.7928031,surface,unknown,,24/7,public
1430821176,Unnamed Parking,-1.2729078,36.7925336,surface,unknown,,24/7,public
1462818696,Unnamed Parking,-1.2713833,36.8802376,surface,unknown,,24/7,public
1475486402,Unnamed Parking,-1.2823965,36.817015,street_side,unknown,,24/7,public
1475486403,Unnamed Parking,-1.2821625,36.8168685,street_side,unknown,,24/7,public
1533941440,Unnamed Parking,-1.3313039,36.7900392,surface,unknown,,24/7,public
1533941442,Unnamed Parking,-1.332014,36.7926407,surface,unknown,,24/7,public
1544848858,Unnamed Parking,-1.2754184,36.8134783,surface,unknown,,24/7,public
1545977206,Unnamed Parking,-1.2874424,36.875054,surface,unknown,,24/7,public
1546991610,Unnamed Parking,-1.2927559,36.7889539,surface,unknown,,24/7,public
1547706891,Unnamed Parking,-1.2905274,36.8196906,street_side,unknown,,24/7,public
1547706892,Unnamed Parking,-1.290286,36.8204788,street_side,unknown,,24/7,public
1547706894,Unnamed Parking,-1.2901412,36.8206117,street_side,unknown,,24/7,public
1547706897,Unnamed Parking,-1.2901086,36.820685,street_sideQ3295867,unknown,,24/7,public
1547762849,Unnamed Parking,-1.3025894,36.8256065,street_side,unknown,,24/7,public
1547762850,Unnamed Parking,-1.3027788,36.8262717,surface,unknown,,24/7,public
1547762851,Unnamed Parking,-1.3031152,36.8264712,surface,unknown,,24/7,public
1547762852,Unnamed Parking,-1.3036966,36.8264918,surface,unknown,,24/7,public
1547762853,Unnamed Parking,-1.3042865,36.8270739,surface,unknown,,24/7,public
1547764674,Unnamed Parking,-1.3271509,36.8708477,street_side,unknown,,24/7,public
1547764675,Unnamed Parking,-1.3271343,36.8709666,street_side,unknown,,24/7,public
1547764676,Unnamed Parking,-1.3285729,36.8707235,street_side,unknown,,24/7,public
1547764677,Unnamed Parking,-1.3287021,36.8705942,street_side,unknown,,24/7,public
1547764678,Unnamed Parking,-1.3259514,36.8713261,surface,unknown,,24/7,public
1547764679,Unnamed Parking,-1.3261861,36.8721893,surface,unknown,,24/7,public
1547764685,Unnamed Parking,-1.3280529,36.8731034,surface,unknown,,24/7,public
1547764686,Unnamed Parking,-1.3286833,36.8722469,street_side,unknown,,24/7,public
1547764687,Unnamed Parking,-1.3287106,36.8719656,street_side,unknown,,24/7,public
1547764688,Unnamed Parking,-1.3288417,36.8719866,street_side,unknown,,24/7,public
1547764689,Unnamed Parking,-1.3289652,36.8716011,street_side,unknown,,24/7,public
1547764690,Unnamed Parking,-1.3288468,36.873145,surface,unknown,,24/7,public
1547874385,Unnamed Parking,-1.2893124,36.8254186,surface,unknown,,24/7,public
1547874388,Unnamed Parking,-1.2898309,36.825937,street_side,unknown,,24/7,public
1547874389,Unnamed Parking,-1.2885149,36.8269544,street_side,unknown,,24/7,public
1547874390,Unnamed Parking,-1.2884948,36.8270553,street_side,unknown,,24/7,public
1547874391,Unnamed Parking,-1.287116,36.826355,street_side,unknown,,24/7,public
1547916315,Unnamed Parking,-1.2856336,36.8294803,surface,unknown,,24/7,public
1548270241,Unnamed Parking,-1.2806952,36.817958,street_side,unknown,,24/7,customers
1548466193,Unnamed Parking,-1.3248996,36.8496229,surface,unknown,,24/7,public
1548466196,Unnamed Parking,-1.324735,36.848583,street_side,unknown,,24/7,public
1548466197,Unnamed Parking,-1.3249583,36.8486633,street_side,unknown,,24/7,public
1548466198,Unnamed Parking,-1.3237047,36.8485762,surface,unknown,,24/7,public
1548542855,Unnamed Parking,-1.2841444,36.817416,surface,unknown,,24/7,public
1548561323,Unnamed Parking,-1.3055027,36.7528386,surface,unknown,,24/7,public
1548802455,Unnamed Parking,-1.289281,36.8267821,street_side,unknown,,24/7,public
1548810595,Unnamed Parking,-1.2673176,36.8173178,street_side,unknown,,24/7,public
1548810596,Unnamed Parking,-1.267436,36.8175327,street_side,unknown,,24/7,public
1548810597,Unnamed Parking,-1.2675626,36.817291,street_side,unknown,,24/7,public
1548810599,Unnamed Parking,-1.2672039,36.8167411,surface,unknown,,24/7,public
1548810600,Unnamed Parking,-1.2669423,36.8169276,street_side,unknown,,24/7,public
1548948006,Unnamed Parking,-1.2883884,36.8241616,surface,unknown,,24/7,public
1549023644,Unnamed Parking,-1.2999666,36.7934449,surface,unknown,,24/7,public
1549023645,Unnamed Parking,-1.2985928,36.7959956,surface,unknown,,24/7,public
1549023646,Unnamed Parking,-1.2985999,36.796286,surface,unknown,,24/7,public
1549023647,Unnamed Parking,-1.2985218,36.7965001,surface,unknown,,24/7,public
1549025709,Unnamed Parking,-1.2988575,36.8076736,surface,unknown,,24/7,public
1549025710,Unnamed Parking,-1.2993436,36.8085362,surface,unknown,,24/7,public
1549029426,Unnamed Parking,-1.3266,36.8484009,street_side,unknown,,24/7,public
1549267516,Unnamed Parking,-1.2894048,36.8236202,street_side,unknown,,24/7,public
1549267525,Unnamed Parking,-1.286916,36.8227858,street_side,unknown,,24/7,public
1549267526,Unnamed Parking,-1.2870067,36.82284,street_side,unknown,,24/7,public
1549273027,Unnamed Parking,-1.2895015,36.8218114,street_side,unknown,,24/7,public
1549273028,Unnamed Parking,-1.2894452,36.8217674,street_side,unknown,,24/7,public
1549273029,Unnamed Parking,-1.2893413,36.8217688,street_side,unknown,,24/7,public
1549274244,Laico Regency parking,-1.2847076,36.8169825,surface,unknown,,24/7,public
1549741562,Unnamed Parking,-1.2832197,36.8240141,surface,unknown,,24/7,public
1550078330,Unnamed Parking,-1.2973975,36.8129392,surface,unknown,,24/7,public
1550082489,Unnamed Parking,-1.2900636,36.820763,street_side,unknown,,24/7,public
1550082494,Unnamed Parking,-1.2900473,36.8266244,street_side,unknown,,24/7,public
1550082495,Unnamed Parking,-1.2899196,36.8270927,street_side,unknown,,24/7,public
1550082496,Unnamed Parking,-1.2900295,36.8273336,street_side,unknown,,24/7,public
1550082497,Unnamed Parking,-1.2905581,36.8273886,street_side,unknown,,24/7,public
1550082498,Unnamed Parking,-1.2906855,36.8275412,street_side,unknown,,24/7,public
1550082499,Unnamed Parking,-1.2908531,36.8273676,street_side,unknown,,24/7,public
1550082500,Unnamed Parking,-1.2912064,36.827702,street_side,unknown,,24/7,public
1550083504,Unnamed Parking,-1.3071534,36.8346925,street_side,unknown,,24/7,public
1550276794,Unnamed Parking,-1.2826131,36.7667705,street_side,unknown,,24/7,public
1550276796,Unnamed Parking,-1.2828333,36.7665073,street_side,unknown,,24/7,public
1550276797,Unnamed Parking,-1.280604,36.7695421,surface,unknown,,24/7,public
1550276798,Unnamed Parking,-1.280155,36.7696583,street_side,unknown,,24/7,public
1550276799,Unnamed Parking,-1.2798468,36.7703432,street_side,unknown,,24/7,public
1550276800,Unnamed Parking,-1.2789305,36.7705765,street_side,unknown,,24/7,public
1550276801,Unnamed Parking,-1.2791112,36.7704659,street_side,unknown,,24/7,public
1550276802,Unnamed Parking,-1.2787807,36.7707029,street_side,unknown,,24/7,public
1550276803,Unnamed Parking,-1.2787194,36.7707348,street_side,unknown,,24/7,public
1550276804,Unnamed Parking,-1.2788926,36.7707457,street_side,unknown,,24/7,public
1550276805,Unnamed Parking,-1.2791386,36.7702843,surface,unknown,,24/7,public
1550293884,Unnamed Parking,-1.2986032,36.8260012,surface,unknown,,24/7,public
1550329422,Unnamed Parking,-1.3033756,36.829947,street_side,unknown,,24/7,public
1550329423,Unnamed Parking,-1.3028636,36.8309549,street_side,unknown,,24/7,public
1550329424,Unnamed Parking,-1.3033846,36.8302347,street_side,unknown,,24/7,public
1550329425,Unnamed Parking,-1.3044173,36.8308871,surface,unknown,,24/7,public
1550329426,Unnamed Parking,-1.3048249,36.8301761,surface,unknown,,24/7,public
1550329428,Unnamed Parking,-1.3052961,36.8393059,street_side,unknown,,24/7,public
1550329429,Unnamed Parking,-1.3053841,36.8393676,street_side,unknown,,24/7,public
1550329430,Unnamed Parking,-1.3052274,36.8391124,street_side,unknown,,24/7,public
1550656747,Unnamed Parking,-1.3303942,36.8641324,street_side,unknown,,24/7,public
1550656748,Unnamed Parking,-1.3301889,36.8663917,street_side,unknown,,24/7,public
1550656749,Unnamed Parking,-1.3302583,36.8651603,street_side,unknown,,24/7,public
1550656750,Unnamed Parking,-1.3301182,36.8661856,street_side,unknown,,24/7,public
1550656751,Unnamed Parking,-1.3299754,36.8672234,street_side,unknown,,24/7,public
1550656752,Unnamed Parking,-1.3298401,36.8682286,street_side,unknown,,24/7,public
1550656753,Unnamed Parking,-1.3295443,36.869246,street_side,unknown,,24/7,public
1550656754,Unnamed Parking,-1.3295287,36.8693011,street_side,unknown,,24/7,public
1550656755,Unnamed Parking,-1.3289241,36.8693647,surface,unknown,,24/7,public
1550657962,Unnamed Parking,-1.3305356,36.8630963,surface,unknown,,24/7,public
1550657963,Unnamed Parking,-1.3303347,36.8627339,street_side,unknown,,24/7,public
1550657964,Unnamed Parking,-1.3301331,36.8633672,street_side,unknown,,24/7,public
1550657965,Unnamed Parking,-1.3298516,36.8631307,street_side,unknown,,24/7,public
1550657967,Unnamed Parking,-1.3306497,36.8623681,street_side,unknown,,24/7,public
1550657968,Unnamed Parking,-1.330492,36.8627014,street_side,unknown,,24/7,public
1550660256,Unnamed Parking,-1.3308165,36.8605266,street_side,unknown,,24/7,public
1550660257,Unnamed Parking,-1.3305888,36.8600062,surface,unknown,,24/7,public
1550660258,Unnamed Parking,-1.3306975,36.860731,street_side,unknown,,24/7,public
1550660259,Unnamed Parking,-1.3297307,36.8606122,surface,unknown,,24/7,public
1550660821,Unnamed Parking,-1.3289241,36.8709662,street_side,unknown,,24/7,public
1550749752,Unnamed Parking,-1.2860231,36.791122,street_side,unknown,,24/7,public
1550834787,Unnamed Parking,-1.2885495,36.8227608,street_side,unknown,,24/7,public
1550834788,Unnamed Parking,-1.2885048,36.8227402,street_side,unknown,,24/7,public
1552250767,Unnamed Parking,-1.2945791,36.8759123,street_side,unknown,,24/7,public
1552250768,Unnamed Parking,-1.2944787,36.8758933,street_side,unknown,,24/7,public
1552250769,Unnamed Parking,-1.2950469,36.875964,surface,unknown,,24/7,public
