osm_id,facility_name,latitude,longitude,parking_type,fee,capacity,operating_hours,access,facility_name_clean,category,zone,operator_tier,pricing_source,tariff_model,base_rate_kes,penalty_fee_kes,county_cost_basis_kes,security_score,accessibility_score,price_transparency_score,overall_rating,sentiment_data_source,time_period,current_speed_kmh,free_flow_speed_kmh,traffic_delay_index,traffic_data_source,total_capacity_bays,capacity_is_reported,parking_pressure_score,calibration_status,distance_to_cbd_km,tier,historical_occupancy_reference_pct,historical_reference_source,relative_parking_pressure_index,calibration_r2,calibration_n
1550657964,Unnamed Parking,-1.3301331,36.8633672,street_side,unknown,,24/7,public,"Parking Spot (-1.3301, 36.8634)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,49,65,1.33,tomtom_flow_api,,False,58.1,calibrated,7.351,tier2_other,,not_applicable_outside_surveyed_area,16.5,0.482,22
1550657965,Unnamed Parking,-1.3298516,36.8631307,street_side,unknown,,24/7,public,"Parking Spot (-1.3299, 36.8631)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,49,65,1.33,tomtom_flow_api,,False,58.1,calibrated,7.31,tier2_other,,not_applicable_outside_surveyed_area,16.5,0.482,22
1550657967,Unnamed Parking,-1.3306497,36.8623681,street_side,unknown,,24/7,public,"Parking Spot (-1.3306, 36.8624)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,66,1.32,tomtom_flow_api,,False,57.9,calibrated,7.314,tier2_other,,not_applicable_outside_surveyed_area,16.0,0.482,22
1550657968,Unnamed Parking,-1.330492,36.8627014,street_side,unknown,,24/7,public,"Parking Spot (-1.3305, 36.8627)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,66,1.32,tomtom_flow_api,,False,57.9,calibrated,7.327,tier2_other,,not_applicable_outside_surveyed_area,16.0,0.482,22
1550660256,Unnamed Parking,-1.3308165,36.8605266,street_side,unknown,,24/7,public,"Parking Spot (-1.3308, 36.8605)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,66,1.32,tomtom_flow_api,,False,57.9,calibrated,7.187,tier2_other,,not_applicable_outside_surveyed_area,16.0,0.482,22
1550660258,Unnamed Parking,-1.3306975,36.860731,street_side,unknown,,24/7,public,"Parking Spot (-1.3307, 36.8607)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,66,1.32,tomtom_flow_api,,False,57.9,calibrated,7.193,tier2_other,,not_applicable_outside_surveyed_area,16.0,0.482,22
1550660821,Unnamed Parking,-1.3289241,36.8709662,street_side,unknown,,24/7,public,"Parking Spot (-1.3289, 36.8710)",On-Street,Zone II,county_on_street,NCCG_official_on_street,NCCG Zone II - Saloon Daily Flat Fee,100.0,2000.0,535,,,,,unavailable_no_review_data,Peak,50,66,1.32,tomtom_flow_api,,False,57.9,calibrated,7.882,tier2_other,,not_applicable_outside_surveyed_area,16.0,0.482,22
1550749752,Unnamed Parking,-1.2860231,36.791122,street_side,unknown,,24/7,public,"Parking Spot (-1.2860, 36.7911)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,73,73,1.0,tomtom_flow_api,,False,50.3,calibrated,2.86,tier2_other,,not_applicable_outside_surveyed_area,0.0,0.482,22
1550834787,Unnamed Parking,-1.2885495,36.8227608,street_side,unknown,,24/7,public,"Parking Spot (-1.2885, 36.8228)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,25,45,1.8,tomtom_flow_api,,False,69.2,calibrated,0.891,tier1_cbd,92.0,ITDP_2016_CBD_survey_table_3-5,40.0,0.482,22
1550834788,Unnamed Parking,-1.2885048,36.8227402,street_side,unknown,,24/7,public,"Parking Spot (-1.2885, 36.8227)",On-Street,Zone I,county_on_street,NCCG_official_on_street,NCCG Zone I - Saloon Daily Flat Fee,300.0,2000.0,535,,,,,unavailable_no_review_data,Peak,25,45,1.8,tomtom_flow_api,,False,69.2,calibrated,0.886,tier1_cbd,92.0,ITDP_2016_CBD_survey_table_3-5,40.0,0.482,22
